last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Montas, Frankie,593423,OAK,SL,Slider,-1,-2,229,25.1,59,0.208,0.283,0.279,24.5,23.7,17.5,0.215,0.313,0.276,35.9
Heaney, Andrew,571760,LAA,CUKC,Curveball,-0.7,-2,269,24.8,59,0.203,0.356,0.238,37,39,21.1,0.208,0.406,0.258,38.9
Plesac, Zach,668676,CLE,SL,Slider,-4.2,-9,216,27.8,59,0.069,0.103,0.085,42.7,44.1,32.1,0.129,0.162,0.135,21.9
Howard, Spencer,675921,PHI,FF,4-Seamer,-0.8,-2,248,56.5,59,0.28,0.4,0.333,18.8,20.3,16.4,0.266,0.381,0.325,32.5
Wacha, Michael,608379,NYM,CH,Changeup,-1.4,-3,178,29.2,59,0.228,0.491,0.314,40.8,40.7,32.9,0.199,0.369,0.257,33.3
DeSclafani, Anthony,543101,CIN,SIFT,Sinker,3.6,5,137,22.8,59,0.294,0.529,0.397,7.8,20.3,21.1,0.266,0.466,0.363,38.5
Fulmer, Michael,605242,DET,SIFT,Sinker,4,7,183,34.7,59,0.451,0.647,0.491,6.2,10.2,22.2,0.339,0.518,0.403,48.9
Sims, Lucas,608371,CIN,FF,4-Seamer,0.1,0,223,48.1,59,0.184,0.429,0.345,29,22,19.7,0.168,0.287,0.279,41.7
Clevinger, Mike,605182,SD,SL,Slider,-1.7,-4,212,32.7,59,0.17,0.283,0.245,37.7,27.1,19.5,0.205,0.296,0.264,32.4
Patiño, Luis,672715,SD,FF,4-Seamer,-0.5,-1,226,64.8,59,0.298,0.383,0.381,19.8,22,21.3,0.209,0.323,0.324,29.4
Anderson, Ian,666120,ATL,FF,4-Seamer,-1.4,-4,268,46.9,58,0.212,0.288,0.299,15.2,25.9,21.1,0.179,0.253,0.24,43.2
Newberry, Jake,623470,KC,SL,Slider,-0.4,-1,198,51.2,58,0.224,0.388,0.305,48.5,32.8,31.7,0.176,0.334,0.269,37.5
Scherzer, Max,453286,WSH,SL,Slider,-1.8,-4,234,19.3,58,0.148,0.167,0.209,50.4,39.7,30.3,0.18,0.235,0.217,22.6
Montgomery, Jordan,656756,NYY,CH,Changeup,0.4,1,191,25.6,58,0.228,0.386,0.285,38.5,24.1,21.9,0.21,0.345,0.245,14
Sánchez, Sixto,664350,MIA,CH,Changeup,-4.6,-7,149,26.7,58,0.148,0.148,0.16,28,31,28.1,0.16,0.193,0.188,40.5
Castano, Daniel,641447,MIA,FF,4-Seamer,0,0,185,39,58,0.302,0.434,0.383,14,8.6,10.4,0.345,0.503,0.393,45.8
Godley, Zack,643327,BOS,CUKC,Curveball,0.7,2,211,38.2,58,0.333,0.588,0.429,28.7,24.1,21.2,0.244,0.452,0.343,56.8
Javier, Cristian,664299,HOU,SL,Slider,-2.6,-6,227,25.5,58,0.075,0.075,0.122,32.1,41.4,24.5,0.103,0.125,0.153,6.9
Dolis, Rafael,503569,TOR,SIFT,Sinker,-1.5,-4,250,60.4,58,0.244,0.356,0.363,13.4,17.2,18.5,0.2,0.378,0.333,29.7
Hartlieb, Geoff,664129,PIT,SIFT,Sinker,-2,-4,209,51.1,58,0.195,0.22,0.323,16.7,8.6,10.4,0.258,0.311,0.382,37.8
Gibson, Kyle,502043,TEX,CH,Changeup,0.3,1,203,17.8,58,0.222,0.389,0.306,31.3,27.6,23.9,0.256,0.395,0.309,34.2
Norris, Daniel,596057,DET,FF,4-Seamer,-0.1,0,233,47.6,58,0.288,0.423,0.348,20.2,17.2,16.9,0.296,0.576,0.397,52.4
Garcia, Bryan,650530,DET,SIFT,Sinker,-3.4,-7,199,59.9,58,0.25,0.292,0.319,13.3,8.6,12.2,0.304,0.425,0.38,51.2
Hatch, Thomas,641672,TOR,FF,4-Seamer,-0.1,0,207,46.9,57,0.234,0.298,0.332,25.6,17.5,15.9,0.273,0.459,0.38,45.9
Brewer, Colten,605155,BOS,FC,Cutter,1.3,3,220,43.5,57,0.333,0.569,0.45,22.1,19.3,15.7,0.346,0.614,0.439,42.5
Fairbanks, Pete,664126,TB,FF,4-Seamer,-0.7,-2,281,57.3,57,0.277,0.34,0.363,33.3,28.1,23.2,0.22,0.297,0.307,41.9
Richards, Trevor,670950,TB,CH,Changeup,1.6,3,179,31.1,57,0.269,0.519,0.354,36.8,26.3,18.3,0.233,0.372,0.288,23.7
Flaherty, Jack,656427,STL,SL,Slider,-0.4,-1,206,28.7,57,0.176,0.314,0.276,49.5,36.8,22.3,0.179,0.289,0.252,23.3
Familia, Jeurys,544727,NYM,SIFT,Sinker,-1.7,-4,207,45.5,57,0.245,0.388,0.332,20.7,14,23.5,0.278,0.397,0.348,39
Boyd, Matthew,571510,DET,SL,Slider,3.6,9,246,22.7,57,0.229,0.583,0.396,39.4,36.8,20.6,0.224,0.54,0.366,46.4
Sneed, Cy,605482,HOU,FC,Cutter,3.5,8,234,69.6,57,0.34,0.638,0.455,27.6,28.1,22.5,0.23,0.449,0.344,42.4
Hughes, Jared,453172,NYM,SIFT,Sinker,1.4,3,212,51.5,57,0.346,0.481,0.421,27.6,12.3,16.3,0.26,0.41,0.325,37.8
Berríos, José,621244,MIN,FF,4-Seamer,2.4,7,286,26,57,0.38,0.78,0.512,23.5,17.5,11.4,0.333,0.691,0.459,60
Nola, Aaron,605400,PHI,SIFT,Sinker,1.2,3,238,20.7,57,0.286,0.388,0.354,3.6,19.3,14.1,0.301,0.433,0.363,46.2
Clevinger, Mike,605182,SD,FF,4-Seamer,-0.3,-1,259,39.9,57,0.236,0.564,0.345,23.3,24.6,22.2,0.306,0.63,0.401,46.3
Hearn, Taylor,621368,TEX,FF,4-Seamer,-2.1,-4,212,60.2,57,0.174,0.239,0.268,26,33.3,27.9,0.169,0.271,0.276,35.7
Kinley, Tyler,641755,COL,SL,Slider,-1.9,-4,222,59.8,57,0.106,0.255,0.226,41.6,33.3,27.1,0.125,0.257,0.235,23.3
Quantrill, Cal,615698,CLE,SIFT,Sinker,-2.4,-6,242,48,57,0.208,0.208,0.261,21.6,26.3,34.9,0.222,0.286,0.292,17.6
Anderson, Ian,666120,ATL,CH,Changeup,-1.4,-2,176,30.8,57,0.104,0.146,0.218,39.8,33.3,31.1,0.173,0.203,0.25,20.7
Mills, Alec,621219,CHC,FF,4-Seamer,0.8,2,243,25.7,57,0.32,0.72,0.454,13.1,14,12.5,0.319,0.731,0.466,51.2
James, Josh,657624,HOU,FF,4-Seamer,2.1,4,196,57.6,56,0.3,0.6,0.471,19.4,21.4,32.4,0.263,0.532,0.438,35.7
Andriese, Matt,542882,LAA,CH,Changeup,0.2,0,184,36.8,56,0.196,0.373,0.282,26.5,28.6,22.9,0.207,0.318,0.27,34.3
Guerra, Javy,642770,SD,SIFT,Sinker,4.5,7,159,67.7,56,0.431,0.549,0.442,13.2,12.5,17.1,0.326,0.467,0.373,40
Kikuchi, Yusei,579328,SEA,FF,4-Seamer,1,3,300,37.7,56,0.265,0.388,0.35,30.8,26.8,19.5,0.262,0.354,0.319,35.3
Widener, Taylor,642203,ARI,FF,4-Seamer,-1,-2,233,64,56,0.191,0.404,0.321,29.4,30.4,21.5,0.193,0.414,0.323,43.3
Castro, Miguel,612434,NYM,SIFT,Sinker,-0.3,-1,238,50.1,56,0.354,0.563,0.438,19.1,21.4,34.3,0.264,0.437,0.357,58.3
Lugo, Seth,607625,NYM,FF,4-Seamer,2.3,5,197,32.3,56,0.275,0.686,0.424,33.3,46.4,29.2,0.255,0.574,0.375,56
Means, John,607644,BAL,CH,Changeup,1.6,3,184,24.7,56,0.275,0.51,0.354,23.4,7.1,6.7,0.263,0.523,0.358,35.4
Montgomery, Jordan,656756,NYY,SIFT,Sinker,-2,-4,199,26.6,56,0.286,0.408,0.383,17.4,12.5,18.9,0.268,0.394,0.338,35.7
Teheran, Julio,527054,LAA,SIFT,Sinker,-1.9,-4,197,34.4,56,0.224,0.429,0.329,12.9,12.5,17.5,0.284,0.46,0.365,47.6
Ferguson, Caleb,657571,LAD,FF,4-Seamer,-0.3,-1,242,79.6,56,0.245,0.396,0.314,29.4,33.9,24.4,0.172,0.316,0.233,35.3
Happ, J.A.,457918,NYY,SIFT,Sinker,-2.8,-5,173,22,56,0.135,0.25,0.202,21.8,25,23.7,0.198,0.3,0.25,31.6
Valdez, Phillips,570488,BOS,SIFT,Sinker,2,5,230,45.2,56,0.375,0.563,0.447,14.3,14.3,38.1,0.286,0.425,0.362,37.5
Boyd, Matthew,571510,DET,CH,Changeup,-0.9,-2,187,17.2,56,0.25,0.462,0.346,42.5,25,26.4,0.193,0.315,0.251,28.9
Nola, Aaron,605400,PHI,FF,4-Seamer,-1.8,-5,290,25.3,56,0.135,0.327,0.244,29.2,25,25.9,0.213,0.433,0.3,44.7
Almonte, Yency,622075,COL,SL,Slider,0,0,200,44.8,56,0.173,0.308,0.243,38.8,37.5,29.6,0.163,0.293,0.216,25
Milone, Tommy,543548,ATL,FF,4-Seamer,-0.5,-2,298,42.8,56,0.269,0.577,0.365,19.2,21.4,20,0.251,0.535,0.341,43.9
deGrom, Jacob,594798,NYM,CH,Changeup,-1.3,-3,192,16.9,55,0.163,0.286,0.246,42.9,40,24.4,0.165,0.278,0.245,40.7
Anderson, Brett,474463,MIL,CH,Changeup,-2,-4,180,23.9,55,0.245,0.34,0.275,21.3,10.9,13.6,0.26,0.414,0.299,41.7
Morton, Charlie,450203,TB,FF,4-Seamer,0.4,1,234,35.5,55,0.277,0.404,0.37,24.8,30.9,20,0.244,0.478,0.359,46.7
Melancon, Mark,453343,ATL,FC,Cutter,-1.2,-2,178,55.1,55,0.306,0.388,0.342,12.6,9.1,12.8,0.236,0.361,0.298,24.4
Treinen, Blake,595014,LAD,SIFT,Sinker,-0.5,-1,221,55.8,55,0.308,0.423,0.355,11.5,12.7,13.7,0.246,0.333,0.279,40
Pomeranz, Drew,519141,SD,FF,4-Seamer,-2.8,-7,257,79.6,55,0.114,0.182,0.229,33.6,38.2,24.4,0.111,0.213,0.236,29.2
Bassitt, Chris,605135,OAK,FC,Cutter,-1.8,-4,218,23,55,0.231,0.404,0.31,21.8,9.1,33.3,0.288,0.485,0.351,51.1
Cessa, Luis,570666,NYY,SL,Slider,-0.9,-2,196,54.4,55,0.18,0.34,0.263,35.1,29.1,21.3,0.184,0.329,0.262,32.4
Greinke, Zack,425844,HOU,CUKC,Curveball,-2.4,-4,166,15.7,55,0.245,0.302,0.257,25.6,25.5,30.4,0.206,0.289,0.232,17.9
Walker, Taijuan,592836,TOR,SL,Slider,1,2,190,21.5,55,0.151,0.34,0.288,24.4,29.1,19.3,0.236,0.477,0.313,45.9
Roark, Tanner,543699,TOR,SIFT,Sinker,5.5,11,201,22.3,55,0.409,0.909,0.579,17.9,12.7,11.9,0.335,0.695,0.483,45.9
Urquidy, José,664353,HOU,FF,4-Seamer,-1.8,-4,234,54.5,55,0.216,0.333,0.271,17.7,10.9,10.5,0.315,0.54,0.387,51.1
Godley, Zack,643327,BOS,FC,Cutter,0,0,210,38,55,0.265,0.429,0.342,24,21.8,22.2,0.282,0.439,0.353,24.3
Bauer, Trevor,545333,CIN,SL,Slider,-3.9,-7,192,16.5,55,0.075,0.132,0.111,33.7,32.7,23.4,0.137,0.23,0.178,22.9
Ryu, Hyun Jin,547943,TOR,FF,4-Seamer,0.8,2,273,24.1,54,0.34,0.56,0.426,19.2,22.2,13,0.283,0.49,0.354,36.8
Thielbar, Caleb,573204,MIN,FF,4-Seamer,-2.9,-6,202,54.4,54,0.213,0.234,0.264,28.4,25.9,17.5,0.205,0.322,0.286,24.2
Jansen, Kenley,445276,LAD,FC,Cutter,-1.2,-3,276,61.9,54,0.213,0.362,0.305,27,20.4,12.6,0.213,0.356,0.301,13.9
Williams, Trevor,592866,PIT,SL,Slider,2.1,6,271,26.6,54,0.348,0.565,0.424,39.8,25.9,14.3,0.232,0.32,0.307,27.3
Romo, Sergio,489265,MIN,SL,Slider,-0.4,-1,235,64.6,54,0.174,0.391,0.305,30.6,24.1,17.3,0.195,0.379,0.313,29.4
Turnbull, Spencer,605513,DET,SL,Slider,-2.2,-4,201,20.9,54,0.151,0.245,0.213,43.1,37,22,0.215,0.359,0.253,39.4
Turnbull, Spencer,605513,DET,SIFT,Sinker,0.2,0,201,20.9,54,0.347,0.408,0.355,17,5.6,11.1,0.353,0.475,0.376,45.8
Clarke, Taylor,664199,ARI,SL,Slider,0,0,190,27,54,0.229,0.333,0.298,32.6,33.3,25.7,0.194,0.285,0.251,32.3
Gray, Sonny,543243,CIN,CUKC,Curveball,-1.2,-3,267,27.6,54,0.213,0.277,0.277,36.2,24.1,22.4,0.285,0.388,0.343,35.3
Wendelken, J.B.,605525,OAK,FF,4-Seamer,-3.3,-7,203,47.5,54,0.178,0.2,0.273,20.8,29.6,25.4,0.14,0.256,0.255,31
Selman, Sam,572125,SF,SL,Slider,-3.1,-7,213,59,54,0.128,0.191,0.219,34.4,27.8,23.4,0.178,0.264,0.249,18.2
Woodruff, Brandon,605540,MIL,CH,Changeup,0,0,212,17.5,54,0.204,0.426,0.297,32.7,24.1,19.1,0.25,0.451,0.297,22
Shoemaker, Matt,533167,TOR,FS,Splitter,-1.8,-3,145,32.5,53,0.143,0.388,0.255,34.4,28.3,21.7,0.223,0.442,0.313,41.2
Fiers, Mike,571666,OAK,CH,Changeup,2.7,4,147,16,53,0.333,0.542,0.406,23.6,15.1,15.7,0.344,0.566,0.418,20
Ramirez, Yohan,670990,SEA,FF,4-Seamer,-1,-3,250,59.5,53,0.222,0.472,0.409,22.7,17,17.3,0.228,0.458,0.418,39.3
Luzardo, Jesús,666200,OAK,CH,Changeup,0.6,1,226,24,53,0.286,0.388,0.325,44.1,30.2,30.8,0.232,0.323,0.278,21.2
Hudson, Dakota,641712,STL,SIFT,Sinker,-0.9,-2,214,36.3,53,0.25,0.364,0.34,10.1,11.3,11.5,0.231,0.313,0.316,36.8
Thompson, Ryan,657044,TB,SIFT,Sinker,-0.1,0,217,51.8,53,0.375,0.458,0.399,11.4,3.8,14.3,0.306,0.406,0.347,50
Castillo, Diego,650895,TB,SL,Slider,-2.6,-5,207,64.7,53,0.087,0.261,0.215,51.2,37.7,27.8,0.119,0.172,0.202,19.2
Allard, Kolby,663465,TEX,FC,Cutter,1.8,4,201,30.5,53,0.292,0.417,0.344,22.4,20.8,14.7,0.268,0.387,0.319,37.8
Zuber, Tyler,676604,KC,FF,4-Seamer,0.4,1,183,44.4,53,0.184,0.368,0.359,30.3,35.8,32.8,0.186,0.376,0.36,40
Civale, Aaron,650644,CLE,CUKC,Curveball,0.5,1,255,21.2,53,0.271,0.417,0.338,39.1,28.3,19,0.219,0.32,0.266,23.5
Lorenzen, Michael,547179,CIN,FF,4-Seamer,-2.4,-5,201,33.1,53,0.075,0.075,0.226,34.8,30.2,22.2,0.081,0.116,0.224,12
González, Gio,461829,CWS,FF,4-Seamer,3.4,7,203,32.8,53,0.41,0.538,0.491,20.5,13.2,13,0.364,0.56,0.474,37.5
Antone, Tejay,622088,CIN,SIFT,Sinker,1.3,3,241,40.6,53,0.256,0.333,0.392,18.6,13.2,13,0.229,0.314,0.359,31.3
Fry, Paul,643316,BAL,FF,4-Seamer,-0.1,0,200,53.2,53,0.34,0.553,0.419,15.6,15.1,25.8,0.226,0.355,0.301,30.8
Paxton, James,572020,NYY,FF,4-Seamer,1.3,3,202,56.7,53,0.313,0.625,0.423,18.7,20.8,19,0.252,0.493,0.348,48.6
Sulser, Cole,642121,BAL,FF,4-Seamer,3,7,239,57.5,53,0.25,0.444,0.431,26.9,13.2,11.9,0.232,0.387,0.391,32.3
Benjamin, Wes,605138,TEX,FF,4-Seamer,-1.6,-3,192,49.4,52,0.191,0.255,0.244,20.5,21.2,20.8,0.183,0.31,0.256,50
Shreve, Chasen,592741,NYM,FS,Splitter,0.3,1,172,40.8,52,0.204,0.306,0.248,54.4,53.8,31.8,0.155,0.233,0.198,28.6
Holder, Jonathan,656547,NYY,FF,4-Seamer,-0.1,0,208,52.4,52,0.283,0.565,0.383,19.6,15.4,13.3,0.254,0.558,0.366,43.6
Cabrera, Génesis,650893,STL,FF,4-Seamer,-0.9,-2,200,50.4,52,0.154,0.308,0.321,37.6,30.8,28.1,0.209,0.391,0.364,21.7
Peña, Félix,570240,LAA,SIFT,Sinker,1.5,3,193,42,52,0.306,0.469,0.372,12,5.8,8.1,0.287,0.476,0.348,39.1
Curtiss, John,595928,TB,FF,4-Seamer,-1.2,-3,214,55.7,52,0.25,0.423,0.288,21.8,23.1,20.3,0.23,0.456,0.286,45
Quantrill, Cal,615698,CLE,SL,Slider,-0.3,-1,178,35.3,52,0.294,0.51,0.367,25.6,17.3,15.3,0.293,0.54,0.359,42.9
Wittgren, Nick,621295,CLE,FF,4-Seamer,-2.3,-5,228,60.5,52,0.13,0.304,0.231,27.4,34.6,22,0.211,0.391,0.294,37.9
Brault, Steven,643230,PIT,SL,Slider,-0.1,0,168,22.5,52,0.245,0.388,0.314,20.5,23.1,17.6,0.283,0.513,0.356,45.9
Plesac, Zach,668676,CLE,CH,Changeup,-2.9,-6,196,25.3,52,0.125,0.188,0.179,35.6,26.9,26.4,0.208,0.368,0.279,23.5
González, Gio,461829,CWS,CH,Changeup,-2,-4,203,32.8,52,0.184,0.306,0.256,41.5,28.8,28.3,0.176,0.265,0.222,23.5
Walker, Taijuan,592836,TOR,FS,Splitter,-0.6,-1,165,18.7,52,0.26,0.4,0.301,15.6,23.1,24,0.237,0.408,0.291,21.1
Barlow, Scott,605130,KC,SL,Slider,-1.8,-4,209,41.2,52,0.217,0.326,0.275,41.7,26.9,23.3,0.234,0.382,0.302,21.2
Wojciechowski, Asher,592879,BAL,CUKC,Curveball,0.2,0,181,26.9,51,0.279,0.558,0.366,27.6,23.5,17.1,0.307,0.52,0.382,35.3
Pineda, Michael,501381,MIN,FF,4-Seamer,1.2,3,228,50.1,51,0.381,0.524,0.42,21.2,15.7,13.8,0.287,0.444,0.376,47.2
Clippard, Tyler,461325,MIN,CH,Changeup,-5.8,-8,144,34.6,51,0.18,0.32,0.223,22.4,15.7,24.2,0.233,0.486,0.307,31
Hendricks, Kyle,543294,CHC,FF,4-Seamer,-2.1,-5,233,20.1,51,0.196,0.348,0.264,22.9,23.5,25,0.239,0.478,0.327,40
Cole, A.J.,595918,TOR,SL,Slider,1.2,2,177,45.4,51,0.255,0.383,0.301,30.2,27.5,18.7,0.168,0.203,0.195,11.8
Rainey, Tanner,663432,WSH,FF,4-Seamer,-2.4,-4,182,60.9,51,0.149,0.447,0.278,32,31.4,34.8,0.223,0.462,0.318,45.2
Lakins Sr., Travis,664042,BAL,FC,Cutter,-2,-4,192,40.9,51,0.178,0.289,0.28,24,23.5,24.5,0.245,0.434,0.323,41.2
Musgrove, Joe,605397,PIT,SL,Slider,-1.5,-3,163,24.2,51,0.178,0.289,0.259,50.6,54.9,32.6,0.118,0.17,0.191,23.5
Rasmussen, Drew,656876,MIL,FF,4-Seamer,1,2,206,68.2,51,0.273,0.545,0.393,35.8,31.4,26.2,0.217,0.345,0.303,32.1
Matz, Steven,571927,NYM,CH,Changeup,3.3,5,168,26.5,51,0.298,0.681,0.425,32.6,29.4,22.7,0.318,0.607,0.41,47.1
Holland, Derek,502706,PIT,CUKC,Curveball,2.4,6,268,37.3,51,0.267,0.556,0.422,35.8,21.6,14.5,0.263,0.517,0.37,47.1
Young, Alex,622065,ARI,FC,Cutter,2.5,4,172,21.6,51,0.333,0.667,0.425,23.2,9.8,11.9,0.313,0.592,0.395,28.6
Montas, Frankie,593423,OAK,FF,4-Seamer,-1.1,-3,219,24,51,0.17,0.319,0.246,33.3,45.1,28.7,0.168,0.29,0.234,33.3
Minor, Mike,501985,OAK,SL,Slider,2.1,4,203,20.7,51,0.298,0.702,0.425,24.3,23.5,15.4,0.275,0.533,0.354,38.9
Rondón, Héctor,444468,ARI,FF,4-Seamer,1.7,3,192,49.2,51,0.311,0.844,0.5,9.3,17.6,13.8,0.255,0.566,0.38,41.7
Fiers, Mike,571666,OAK,SL,Slider,-0.1,0,263,28.7,51,0.34,0.447,0.373,12.3,3.9,15.4,0.248,0.375,0.302,31.1
Smyly, Drew,592767,SF,CUKC,Curveball,-0.8,-1,176,36.5,50,0.184,0.367,0.259,50,54,36,0.157,0.322,0.21,45.5
Duffy, Danny,518633,KC,SL,Slider,2.6,4,162,17.2,50,0.188,0.354,0.248,34.5,28,21.5,0.195,0.327,0.241,38.2
Berríos, José,621244,MIN,CH,Changeup,0.2,1,207,18.8,50,0.214,0.357,0.318,33.7,20,17.5,0.287,0.377,0.354,37.5
Sánchez, Aníbal,434671,WSH,FC,Cutter,0.1,0,204,21,50,0.244,0.422,0.326,16.5,18,11.4,0.256,0.405,0.324,33.3
Keller, Mitch,656605,PIT,FF,4-Seamer,-0.5,-1,214,55.6,50,0.184,0.395,0.352,18.2,12,11.1,0.247,0.553,0.421,53.1
Bauer, Trevor,545333,CIN,CUKC,Curveball,-1,-2,183,15.7,50,0.184,0.327,0.244,38.5,52,25.7,0.194,0.274,0.211,43.5
May, Dustin,669160,LAD,FC,Cutter,-1.6,-3,213,24.6,50,0.209,0.349,0.296,23,16,12.7,0.22,0.36,0.303,22.2
Arrieta, Jake,453562,PHI,SL,Slider,-3.5,-6,169,23.2,50,0.178,0.267,0.233,25.3,28,23.3,0.171,0.332,0.261,33.3
Harper, Ryne,607560,WSH,SL,Slider,-3.6,-7,203,49.8,50,0.188,0.292,0.226,28,30,26.3,0.22,0.36,0.266,27.3
Gibson, Kyle,502043,TEX,SL,Slider,1.2,3,280,24.6,50,0.205,0.409,0.311,37.9,34,17.2,0.177,0.259,0.248,25.9
Eflin, Zach,621107,PHI,SL,Slider,0.2,0,185,20.3,50,0.306,0.633,0.4,18.4,20,20.4,0.257,0.446,0.305,33.3
Altavilla, Dan,656186,SD,SL,Slider,1.3,3,193,53.2,50,0.244,0.4,0.332,33.3,28,22.2,0.233,0.417,0.329,35.5
Pearson, Nate,663878,TOR,FF,4-Seamer,1.3,2,164,50.6,50,0.205,0.385,0.349,16.7,16,18.2,0.242,0.435,0.377,41.9